34133.333295	0.005650
34133.333358	0.011299
34133.333365	0.016949
34133.333412	0.022599
40169.984235	0.028249
48108.817858	0.033898
51045.191017	0.039548
51074.800430	0.045198
51199.999004	0.050847
51199.999719	0.056497
51199.999782	0.062147
51199.999797	0.067797
51199.999910	0.073446
51199.999911	0.079096
51199.999914	0.084746
51199.999915	0.090395
51199.999918	0.096045
51199.999920	0.101695
51199.999963	0.107345
51199.999988	0.112994
51199.999999	0.118644
51200.000000	0.124294
51200.000000	0.129944
51200.000000	0.135593
51200.000001	0.141243
51200.000005	0.146893
51200.000011	0.152542
51200.000013	0.158192
51200.000014	0.163842
51200.000022	0.169492
51200.000029	0.175141
51200.000029	0.180791
51200.000032	0.186441
51200.000033	0.192090
51200.000063	0.197740
51200.000090	0.203390
51200.000091	0.209040
51200.000121	0.214689
51200.000141	0.220339
51200.000187	0.225989
51200.000212	0.231638
56790.628963	0.237288
59986.907244	0.242938
63250.551998	0.248588
64736.948849	0.254237
68444.231442	0.259887
70092.389858	0.265537
70819.604168	0.271186
77903.250244	0.276836
78835.538015	0.282486
83924.451973	0.288136
93420.872788	0.293785
99728.757506	0.299435
99937.567611	0.305085
100889.158737	0.310734
101113.898150	0.316384
101336.106272	0.322034
101920.241406	0.327684
101970.565772	0.333333
102276.901937	0.338983
102342.796963	0.344633
102370.191622	0.350282
102399.991508	0.355932
102399.999156	0.361582
102399.999212	0.367232
102399.999212	0.372881
102399.999345	0.378531
102399.999391	0.384181
102399.999469	0.389831
102399.999497	0.395480
102399.999526	0.401130
102399.999529	0.406780
102399.999547	0.412429
102399.999564	0.418079
102399.999564	0.423729
102399.999587	0.429379
102399.999597	0.435028
102399.999616	0.440678
102399.999616	0.446328
102399.999621	0.451977
102399.999644	0.457627
102399.999682	0.463277
102399.999690	0.468927
102399.999699	0.474576
102399.999729	0.480226
102399.999758	0.485876
102399.999770	0.491525
102399.999786	0.497175
102399.999786	0.502825
102399.999804	0.508475
102399.999808	0.514124
102399.999825	0.519774
102399.999826	0.525424
102399.999830	0.531073
102399.999838	0.536723
102399.999843	0.542373
102399.999843	0.548023
102399.999847	0.553672
102399.999894	0.559322
102399.999901	0.564972
102399.999913	0.570621
102399.999920	0.576271
102399.999920	0.581921
102399.999926	0.587571
102399.999943	0.593220
102399.999944	0.598870
102399.999946	0.604520
102399.999949	0.610169
102399.999954	0.615819
102399.999974	0.621469
102399.999982	0.627119
102399.999988	0.632768
102399.999992	0.638418
102399.999993	0.644068
102399.999993	0.649718
102399.999996	0.655367
102400.000000	0.661017
102400.000000	0.666667
102400.000000	0.672316
102400.000000	0.677966
102400.000000	0.683616
102400.000000	0.689266
102400.000000	0.694915
102400.000001	0.700565
102400.000001	0.706215
102400.000001	0.711864
102400.000001	0.717514
102400.000002	0.723164
102400.000002	0.728814
102400.000002	0.734463
102400.000003	0.740113
102400.000003	0.745763
102400.000004	0.751412
102400.000004	0.757062
102400.000004	0.762712
102400.000007	0.768362
102400.000011	0.774011
102400.000035	0.779661
102400.000036	0.785311
102400.000055	0.790960
102400.000058	0.796610
102400.000063	0.802260
102400.000071	0.807910
102400.000072	0.813559
102400.000091	0.819209
102400.000095	0.824859
102400.000129	0.830508
102400.000135	0.836158
102400.000144	0.841808
102400.000150	0.847458
102400.000156	0.853107
102400.000160	0.858757
102400.000205	0.864407
102400.000221	0.870056
102400.000224	0.875706
102400.000229	0.881356
102400.000260	0.887006
102400.000266	0.892655
102400.000268	0.898305
102400.000306	0.903955
102400.000309	0.909605
102400.000373	0.915254
102400.000441	0.920904
102400.000446	0.926554
102400.000467	0.932203
102400.000474	0.937853
102400.000588	0.943503
102400.000804	0.949153
102400.003756	0.954802
102400.006104	0.960452
204799.999588	0.966102
409599.990863	0.971751
409599.992840	0.977401
409599.993956	0.983051
409599.997378	0.988701
409599.999390	0.994350
409600.000010	1.000000
